ZIP,City/Location Name,STATE,Zip Code Designation
72683,Vendor,AR,Low Income Area
72173,Vilonia,AR,Low Income Area/HPSA
72583,Viola,AR,Low Income Area/HPSA
72584,Violet Hill,AR,Low Income Area/HPSA
72175,Wabbaseka,AR,Low Income Area/HPSA
71770,Waldo,AR,Low Income Area/HPSA
72958,Waldron,AR,Low Income Area/HPSA
72476,Walnut Ridge,AR,Low Income Area/HPSA
72176,Ward,AR,Low Income Area
72478,Warm Springs,AR,Low Income Area
71671,Warren,AR,Low Income Area
71862,Washington,AR,Low Income Area/HPSA
71674,Watson,AR,Low Income Area
72479,Weiner,AR,Low Income Area/HPSA
72773,Wesley,AR,Low Income Area/HPSA
72774,West Fork,AR,Low Income Area
72390,West Helena,AR,Low Income Area
72301,West Memphis,AR,Low Income Area
72685,Western Grove,AR,Low Income Area
72392,Wheatley,AR,Low Income Area/HPSA
71602,White Hall,AR,Low Income Area/HPSA
71973,Wickes,AR,Low Income Area/HPSA
72585,Wideman,AR,Low Income Area/HPSA
72394,Widener,AR,Low Income Area/HPSA
72179,Wilburn,AR,Low Income Area/HPSA
72482,Williford,AR,Low Income Area/HPSA
71864,Willisville,AR,Low Income Area/HPSA
71675,Wilmar,AR,Low Income Area/HPSA
71676,Wilmot,AR,Low Income Area/HPSA
72395,Wilson,AR,Low Income Area
71865,Wilton,AR,Low Income Area
71677,Winchester,AR,Low Income Area/HPSA
72959,Winslow,AR,Low Income Area
71866,Winthrop,AR,Low Income Area
72587,Wiseman,AR,Low Income Area/HPSA
72776,Witter,AR,Low Income Area/HPSA
72686,Witts Springs,AR,Low Income Area
72396,Wynne,AR,Low Income Area/HPSA
72687,Yellville,AR,Low Income Area/HPSA
71678,Yorktown,AR,Low Income Area/HPSA
85321,Ajo,AZ,Low Income Area
85920,Alpine,AZ,Low Income Area/HPSA
85645,Amado,AZ,HPSA
85120,Apache Junction,AZ,Low Income Area/HPSA
85118,Apache Junction,AZ,HPSA
85118,Apache Junction,AZ,HPSA
85119,Apache Junction,AZ,HPSA
85601,Arivaca,AZ,Low Income Area/HPSA
85123,Arizona City,AZ,Low Income Area
85322,Arlington,AZ,Low Income Area/HPSA
86320,Ash Fork,AZ,Low Income Area/HPSA
85323,Avondale,AZ,Low Income Area/HPSA
85392,Avondale,AZ,HPSA
85392,Avondale,AZ,HPSA
85602,Benson,AZ,Low Income Area/HPSA
85603,Bisbee,AZ,Low Income Area/HPSA
85324,Black Canyon City,AZ,Low Income Area/HPSA
85922,Blue,AZ,Low Income Area/HPSA
85326,Buckeye,AZ,Low Income Area/HPSA
85396,Buckeye,AZ,HPSA
85396,Buckeye,AZ,HPSA
86429,Bullhead City,AZ,Low Income Area/HPSA
86442,Bullhead City,AZ,Low Income Area/HPSA
85530,Bylas,AZ,Low Income Area
86322,Camp Verde,AZ,Low Income Area/HPSA
85193,Casa Grande,AZ,Low Income Area/HPSA
85122,Casa Grande,AZ,Low Income Area
85194,Casa Grande,AZ,Low Income Area
86502,Chambers,AZ,Low Income Area/HPSA
85225,Chandler,AZ,Low Income Area
86503,Chinle,AZ,Low Income Area
86323,Chino Valley,AZ,Low Income Area/HPSA
85328,Cibola,AZ,Low Income Area/HPSA
86324,Clarkdale,AZ,HPSA
85533,Clifton,AZ,Low Income Area/HPSA
85606,Cochise,AZ,Low Income Area/HPSA
86021,Colorado City,AZ,Low Income Area/HPSA
85924,Concho,AZ,Low Income Area/HPSA
85332,Congress,AZ,Low Income Area/HPSA
85128,Coolidge,AZ,Low Income Area/HPSA
86325,Cornville,AZ,HPSA
86326,Cottonwood,AZ,Low Income Area/HPSA
86343,Crown King,AZ,Low Income Area/HPSA
85333,Dateland,AZ,Low Income Area/HPSA
86535,Dennehotso,AZ,Low Income Area
86327,Dewey,AZ,Low Income Area/HPSA
86441,Dolan Springs,AZ,Low Income Area/HPSA
85607,Douglas,AZ,Low Income Area/HPSA
85534,Duncan,AZ,Low Income Area/HPSA
85925,Eagar,AZ,HPSA
85535,Eden,AZ,Low Income Area/HPSA
85335,El Mirage,AZ,Low Income Area/HPSA
85610,Elfrida,AZ,Low Income Area/HPSA
85131,Eloy,AZ,Low Income Area/HPSA
86001,Flagstaff,AZ,Low Income Area/HPSA
86004,Flagstaff,AZ,Low Income Area/HPSA
85132,Florence,AZ,HPSA
85132,Florence,AZ,HPSA
85132,Florence,AZ,HPSA
85613,Fort Huachuca,AZ,Low Income Area/HPSA
85264,Fort McDowell,AZ,Low Income Area/HPSA
86426,Fort Mohave,AZ,Low Income Area/HPSA
86022,Fredonia,AZ,Low Income Area/HPSA
86505,Ganado,AZ,Low Income Area
85337,Gila Bend,AZ,Low Income Area
85301,Glendale,AZ,Low Income Area/HPSA
85302,Glendale,AZ,Low Income Area/HPSA
85303,Glendale,AZ,Low Income Area/HPSA
85307,Glendale,AZ,Low Income Area/HPSA
85305,Glendale,AZ,HPSA
85501,Globe,AZ,Low Income Area
86413,Golden Valley,AZ,Low Income Area/HPSA
85338,Goodyear,AZ,HPSA
85395,Goodyear,AZ,HPSA
85614,Green Valley,AZ,HPSA
85622,Green Valley,AZ,HPSA
86411,Hackberry,AZ,Low Income Area/HPSA
85928,Heber,AZ,Low Income Area/HPSA
85615,Hereford,AZ,HPSA
85615,Hereford,AZ,HPSA
86025,Holbrook,AZ,Low Income Area/HPSA
86030,Hotevilla,AZ,Low Income Area
85616,Huachuca City,AZ,Low Income Area/HPSA
86053,Kaibeto,AZ,Low Income Area
86033,Kayenta,AZ,Low Income Area
86034,Keams Canyon,AZ,Low Income Area
85137,Kearny,AZ,HPSA
85137,Kearny,AZ,HPSA
86401,Kingman,AZ,Low Income Area/HPSA
86409,Kingman,AZ,Low Income Area/HPSA
86332,Kirkland,AZ,Low Income Area/HPSA
86039,Kykotsmovi Village,AZ,Low Income Area
86404,Lake Havasu City,AZ,Low Income Area/HPSA
86406,Lake Havasu City,AZ,Low Income Area/HPSA
86403,Lake Havasu City,AZ,Low Income Area
85929,Lakeside,AZ,Low Income Area/HPSA
85339,Laveen,AZ,Low Income Area/HPSA
86035,Leupp,AZ,Low Income Area
85340,Litchfield Park,AZ,HPSA
85340,Litchfield Park,AZ,HPSA
85340,Litchfield Park,AZ,HPSA
86432,Littlefield,AZ,Low Income Area/HPSA
86507,Lukachukai,AZ,Low Income Area
85309,Luke AFB,AZ,Low Income Area/HPSA
85618,Mammoth,AZ,Low Income Area/HPSA
86538,Many Farms,AZ,Low Income Area
85653,Marana,AZ,Low Income Area/HPSA
85658,Marana,AZ,HPSA
86036,Marble Canyon,AZ,Low Income Area/HPSA
85139,Maricopa,AZ,Low Income Area/HPSA
85138,Maricopa,AZ,HPSA
86333,Mayer,AZ,Low Income Area/HPSA
85617,MC Neal,AZ,Low Income Area/HPSA
86444,Meadview,AZ,Low Income Area/HPSA
85208,Mesa,AZ,Low Income Area/HPSA
85201,Mesa,AZ,Low Income Area
85202,Mesa,AZ,Low Income Area
85203,Mesa,AZ,Low Income Area
85204,Mesa,AZ,Low Income Area
85210,Mesa,AZ,Low Income Area
85207,Mesa,AZ,HPSA
85539,Miami,AZ,Low Income Area/HPSA
86440,Mohave Valley,AZ,Low Income Area/HPSA
85540,Morenci,AZ,Low Income Area/HPSA
85342,Morristown,AZ,Low Income Area/HPSA
85621,Nogales,AZ,Low Income Area
85623,Oracle,AZ,Low Income Area/HPSA
86040,Page,AZ,Low Income Area
85343,Palo Verde,AZ,Low Income Area/HPSA
85344,Parker,AZ,Low Income Area/HPSA
86334,Paulden,AZ,Low Income Area/HPSA
85541,Payson,AZ,Low Income Area/HPSA
86434,Peach Springs,AZ,Low Income Area/HPSA
85625,Pearce,AZ,Low Income Area/HPSA
85345,Peoria,AZ,Low Income Area/HPSA
85383,Peoria,AZ,HPSA
85542,Peridot,AZ,Low Income Area
85003,Phoenix,AZ,Low Income Area/HPSA
85004,Phoenix,AZ,Low Income Area/HPSA
85006,Phoenix,AZ,Low Income Area/HPSA
85007,Phoenix,AZ,Low Income Area/HPSA
85008,Phoenix,AZ,Low Income Area/HPSA
85009,Phoenix,AZ,Low Income Area/HPSA
85013,Phoenix,AZ,Low Income Area/HPSA
85014,Phoenix,AZ,Low Income Area/HPSA
85015,Phoenix,AZ,Low Income Area/HPSA
85016,Phoenix,AZ,Low Income Area/HPSA
85017,Phoenix,AZ,Low Income Area/HPSA
85019,Phoenix,AZ,Low Income Area/HPSA
85020,Phoenix,AZ,Low Income Area/HPSA
85021,Phoenix,AZ,Low Income Area/HPSA
85029,Phoenix,AZ,Low Income Area/HPSA
85031,Phoenix,AZ,Low Income Area/HPSA
85033,Phoenix,AZ,Low Income Area/HPSA
85034,Phoenix,AZ,Low Income Area/HPSA
85035,Phoenix,AZ,Low Income Area/HPSA
85037,Phoenix,AZ,Low Income Area/HPSA
85040,Phoenix,AZ,Low Income Area/HPSA
85041,Phoenix,AZ,Low Income Area/HPSA
85042,Phoenix,AZ,Low Income Area/HPSA
85043,Phoenix,AZ,Low Income Area/HPSA
85051,Phoenix,AZ,Low Income Area/HPSA
85022,Phoenix,AZ,Low Income Area
85023,Phoenix,AZ,Low Income Area
85032,Phoenix,AZ,Low Income Area
85012,Phoenix,AZ,HPSA
85018,Phoenix,AZ,HPSA
85044,Phoenix,AZ,HPSA
85048,Phoenix,AZ,HPSA
85543,Pima,AZ,Low Income Area/HPSA
85544,Pine,AZ,Low Income Area
85935,Pinetop,AZ,Low Income Area/HPSA
86510,Pinon,AZ,Low Income Area
86042,Polacca,AZ,Low Income Area
86301,Prescott,AZ,Low Income Area
86303,Prescott,AZ,HPSA
86303,Prescott,AZ,HPSA
86305,Prescott,AZ,HPSA
86314,Prescott Valley,AZ,Low Income Area/HPSA
86315,Prescott Valley,AZ,HPSA
86315,Prescott Valley,AZ,HPSA
85140,Queen Creek,AZ,HPSA
85140,Queen Creek,AZ,HPSA
85143,Queen Creek,AZ,HPSA
85142,Queen Creek,AZ,HPSA
85145,Red Rock,AZ,Low Income Area
86335,Rimrock,AZ,Low Income Area/HPSA
85648,Rio Rico,AZ,Low Income Area
85347,Roll,AZ,Low Income Area/HPSA
85545,Roosevelt,AZ,Low Income Area/HPSA
85546,Safford,AZ,Low Income Area/HPSA
85629,Sahuarita,AZ,HPSA
85630,Saint David,AZ,HPSA
85630,Saint David,AZ,HPSA
85936,Saint Johns,AZ,Low Income Area/HPSA
85348,Salome,AZ,Low Income Area/HPSA
85550,San Carlos,AZ,Low Income Area
85631,San Manuel,AZ,Low Income Area/HPSA
85632,San Simon,AZ,Low Income Area/HPSA
85256,Scottsdale,AZ,Low Income Area
85257,Scottsdale,AZ,Low Income Area
86043,Second Mesa,AZ,Low Income Area
86336,Sedona,AZ,HPSA
86351,Sedona,AZ,HPSA
86337,Seligman,AZ,Low Income Area/HPSA
85634,Sells,AZ,Low Income Area
86054,Shonto,AZ,Low Income Area
85901,Show Low,AZ,Low Income Area/HPSA
85635,Sierra Vista,AZ,HPSA
85635,Sierra Vista,AZ,HPSA
85650,Sierra Vista,AZ,HPSA
85650,Sierra Vista,AZ,HPSA
85937,Snowflake,AZ,Low Income Area/HPSA
85350,Somerton,AZ,Low Income Area/HPSA
85938,Springerville,AZ,Low Income Area/HPSA
85172,Stanfield,AZ,Low Income Area/HPSA
85351,Sun City,AZ,Low Income Area
85373,Sun City,AZ,HPSA
85375,Sun City West,AZ,HPSA
86435,Supai,AZ,Low Income Area/HPSA
85173,Superior,AZ,Low Income Area/HPSA
85374,Surprise,AZ,HPSA
85374,Surprise,AZ,HPSA
85379,Surprise,AZ,HPSA
85387,Surprise,AZ,HPSA
85388,Surprise,AZ,HPSA
86514,Teec Nos Pos,AZ,Low Income Area
85281,Tempe,AZ,Low Income Area
85282,Tempe,AZ,Low Income Area
85283,Tempe,AZ,Low Income Area
85287,Tempe,AZ,Low Income Area
85552,Thatcher,AZ,Low Income Area/HPSA
85353,Tolleson,AZ,Low Income Area/HPSA
85638,Tombstone,AZ,Low Income Area/HPSA
86044,Tonalea,AZ,Low Income Area
85354,Tonopah,AZ,Low Income Area/HPSA
86436,Topock,AZ,HPSA
86556,Tsaile,AZ,Low Income Area
86045,Tuba City,AZ,Low Income Area
85706,Tucson,AZ,Low Income Area/HPSA
85713,Tucson,AZ,Low Income Area/HPSA
85714,Tucson,AZ,Low Income Area/HPSA
85735,Tucson,AZ,Low Income Area/HPSA
85736,Tucson,AZ,Low Income Area/HPSA
85746,Tucson,AZ,Low Income Area/HPSA
85756,Tucson,AZ,Low Income Area/HPSA
85701,Tucson,AZ,Low Income Area
85705,Tucson,AZ,Low Income Area
85707,Tucson,AZ,Low Income Area
85708,Tucson,AZ,Low Income Area
85709,Tucson,AZ,Low Income Area
85710,Tucson,AZ,Low Income Area
85711,Tucson,AZ,Low Income Area
85712,Tucson,AZ,Low Income Area
85716,Tucson,AZ,Low Income Area
85719,Tucson,AZ,Low Income Area
85721,Tucson,AZ,Low Income Area
85745,Tucson,AZ,Low Income Area
85757,Tucson,AZ,Low Income Area
85739,Tucson,AZ,HPSA
85739,Tucson,AZ,HPSA
85743,Tucson,AZ,HPSA
85355,Waddell,AZ,HPSA
85356,Wellton,AZ,Low Income Area/HPSA
85390,Wickenburg,AZ,Low Income Area/HPSA
85643,Willcox,AZ,Low Income Area/HPSA
86046,Williams,AZ,Low Income Area/HPSA
86445,Willow Beach,AZ,Low Income Area/HPSA
85192,Winkelman,AZ,Low Income Area/HPSA
86047,Winslow,AZ,Low Income Area/HPSA
85361,Wittmann,AZ,Low Income Area/HPSA
85362,Yarnell,AZ,Low Income Area/HPSA
85363,Youngtown,AZ,Low Income Area
85364,Yuma,AZ,Low Income Area/HPSA
85365,Yuma,AZ,Low Income Area/HPSA
85367,Yuma,AZ,HPSA
95220,Acampo,CA,Low Income Area/HPSA
92301,Adelanto,CA,Low Income Area/HPSA
96006,Adin,CA,Low Income Area/HPSA
92536,Aguanga,CA,Low Income Area/HPSA
93601,Ahwahnee,CA,HPSA
93601,Ahwahnee,CA,HPSA
95410,Albion,CA,Low Income Area/HPSA
95511,Alderpoint,CA,Low Income Area/HPSA
91801,Alhambra,CA,Low Income Area
91803,Alhambra,CA,Low Income Area
95910,Alleghany,CA,HPSA
95701,Alta,CA,HPSA
96101,Alturas,CA,Low Income Area/HPSA
92304,Amboy,CA,Low Income Area/HPSA
92801,Anaheim,CA,Low Income Area/HPSA
92802,Anaheim,CA,Low Income Area/HPSA
92804,Anaheim,CA,Low Income Area/HPSA
92805,Anaheim,CA,Low Income Area/HPSA
92806,Anaheim,CA,Low Income Area/HPSA
92807,Anaheim,CA,HPSA
96007,Anderson,CA,Low Income Area/HPSA
95222,Angels Camp,CA,Low Income Area/HPSA
92305,Angelus Oaks,CA,HPSA
94509,Antioch,CA,Low Income Area
92539,Anza,CA,Low Income Area
92307,Apple Valley,CA,Low Income Area/HPSA
92308,Apple Valley,CA,Low Income Area/HPSA
95703,Applegate,CA,HPSA
95912,Arbuckle,CA,Low Income Area/HPSA
95521,Arcata,CA,Low Income Area/HPSA
93202,Armona,CA,Low Income Area/HPSA
95223,Arnold,CA,HPSA
95223,Arnold,CA,HPSA
95004,Aromas,CA,HPSA
93203,Arvin,CA,Low Income Area/HPSA
95301,Atwater,CA,Low Income Area/HPSA
93602,Auberry,CA,HPSA
93602,Auberry,CA,HPSA
95603,Auburn,CA,HPSA
90704,Avalon,CA,Low Income Area/HPSA
93204,Avenal,CA,Low Income Area/HPSA
91702,Azusa,CA,Low Income Area
93603,Badger,CA,Low Income Area/HPSA
92309,Baker,CA,Low Income Area
93304,Bakersfield,CA,Low Income Area/HPSA
93305,Bakersfield,CA,Low Income Area/HPSA
93306,Bakersfield,CA,Low Income Area/HPSA
93307,Bakersfield,CA,Low Income Area/HPSA
93308,Bakersfield,CA,Low Income Area/HPSA
93313,Bakersfield,CA,Low Income Area/HPSA
93301,Bakersfield,CA,Low Income Area
93309,Bakersfield,CA,Low Income Area
93311,Bakersfield,CA,HPSA
93314,Bakersfield,CA,HPSA
93314,Bakersfield,CA,HPSA
91706,Baldwin Park,CA,Low Income Area/HPSA
95303,Ballico,CA,Low Income Area/HPSA
95914,Bangor,CA,Low Income Area/HPSA
92220,Banning,CA,Low Income Area
92311,Barstow,CA,Low Income Area/HPSA
93604,Bass Lake,CA,Low Income Area/HPSA
95524,Bayside,CA,HPSA
95903,Beale AFB,CA,Low Income Area/HPSA
96129,Beckwourth,CA,Low Income Area/HPSA
95915,Belden,CA,Low Income Area/HPSA
90201,Bell,CA,Low Income Area/HPSA
96008,Bella Vista,CA,HPSA
90706,Bellflower,CA,Low Income Area
94702,Berkeley,CA,Low Income Area
94703,Berkeley,CA,Low Income Area
94704,Berkeley,CA,Low Income Area
94709,Berkeley,CA,Low Income Area
94710,Berkeley,CA,Low Income Area
95916,Berry Creek,CA,Low Income Area/HPSA
96010,Big Bar,CA,Low Income Area/HPSA
92314,Big Bear City,CA,Low Income Area/HPSA
92315,Big Bear Lake,CA,Low Income Area/HPSA
93513,Big Pine,CA,HPSA
93920,Big sur,CA,Low Income Area/HPSA
95917,Biggs,CA,Low Income Area
96103,Blairsden-Graeagle,CA,HPSA
96103,Blairsden-Graeagle,CA,HPSA
95514,Blocksburg,CA,Low Income Area/HPSA
92316,Bloomington,CA,Low Income Area
92317,Blue Jay,CA,Low Income Area/HPSA
95525,Blue Lake,CA,Low Income Area/HPSA
92225,Blythe,CA,Low Income Area/HPSA
93205,Bodfish,CA,Low Income Area/HPSA
92003,Bonsall,CA,HPSA
95415,Boonville,CA,Low Income Area
93516,Boron,CA,Low Income Area/HPSA
92004,Borrego Springs,CA,Low Income Area/HPSA
95006,Boulder Creek,CA,HPSA
91905,Boulevard,CA,Low Income Area/HPSA
95417,Branscomb,CA,Low Income Area/HPSA
92227,Brawley,CA,Low Income Area/HPSA
95526,Bridgeville,CA,Low Income Area/HPSA
95918,Browns Valley,CA,HPSA
95918,Browns Valley,CA,HPSA
95919,Brownsville,CA,Low Income Area/HPSA
90621,Buena Park,CA,Low Income Area
90620,Buena Park,CA,HPSA
91502,Burbank,CA,Low Income Area
91522,Burbank,CA,Low Income Area
96013,Burney,CA,Low Income Area/HPSA
95527,Burnt Ranch,CA,Low Income Area/HPSA
95920,Butte City,CA,Low Income Area/HPSA
93206,Buttonwillow,CA,Low Income Area/HPSA
92230,Cabazon,CA,Low Income Area
92231,Calexico,CA,Low Income Area/HPSA
93518,Caliente,CA,Low Income Area/HPSA
93505,California City,CA,Low Income Area/HPSA
93207,California Hot Springs,CA,Low Income Area/HPSA
92233,Calipatria,CA,Low Income Area/HPSA
94515,Calistoga,CA,HPSA
96014,Callahan,CA,Low Income Area/HPSA
96124,Calpine,CA,HPSA
95709,Camino,CA,HPSA
95709,Camino,CA,HPSA
92055,Camp Pendleton,CA,Low Income Area/HPSA
91906,Campo,CA,Low Income Area/HPSA
95922,Camptonville,CA,Low Income Area/HPSA
96015,Canby,CA,Low Income Area/HPSA
91303,Canoga Park,CA,Low Income Area
91304,Canoga Park,CA,Low Income Area
93519,Cantil,CA,Low Income Area/HPSA
93608,Cantua Creek,CA,Low Income Area/HPSA
95923,Canyon Dam,CA,HPSA
95528,Carlotta,CA,Low Income Area/HPSA
93923,Carmel,CA,HPSA
93924,Carmel Valley,CA,HPSA
96140,Carnelian Bay,CA,HPSA
93609,Caruthers,CA,Low Income Area/HPSA
93429,Casmalia,CA,Low Income Area
95420,Caspar,CA,HPSA
96016,Cassel,CA,Low Income Area/HPSA
91384,Castaic,CA,HPSA
95012,Castroville,CA,Low Income Area
92234,Cathedral City,CA,Low Income Area
95306,Catheys Valley,CA,HPSA
92321,Cedar Glen,CA,HPSA
92322,Cedarpines Park,CA,HPSA
96104,Cedarville,CA,Low Income Area/HPSA
95307,Ceres,CA,Low Income Area/HPSA
95925,Challenge,CA,Low Income Area/HPSA
96020,Chester,CA,Low Income Area/HPSA
95928,Chico,CA,Low Income Area/HPSA
95926,Chico,CA,Low Income Area
95973,Chico,CA,HPSA
95973,Chico,CA,HPSA
95973,Chico,CA,HPSA
96105,Chilcoot,CA,Low Income Area/HPSA
95309,Chinese Camp,CA,HPSA
91710,Chino,CA,HPSA
93610,Chowchilla,CA,Low Income Area/HPSA
93925,Chualar,CA,Low Income Area/HPSA
91910,Chula Vista,CA,Low Income Area
91911,Chula Vista,CA,Low Income Area
95610,Citrus Heights,CA,Low Income Area
91711,Claremont,CA,HPSA
95422,Clearlake,CA,Low Income Area
95423,Clearlake Oaks,CA,Low Income Area/HPSA
96106,Clio,CA,HPSA
95425,Cloverdale,CA,HPSA
93612,Clovis,CA,Low Income Area/HPSA
93611,Clovis,CA,HPSA
93619,Clovis,CA,HPSA
92236,Coachella,CA,Low Income Area/HPSA
93210,Coalinga,CA,Low Income Area/HPSA
93614,Coarsegold,CA,HPSA
95713,Colfax,CA,HPSA
95713,Colfax,CA,HPSA
95713,Colfax,CA,HPSA
92324,Colton,CA,Low Income Area
95310,Columbia,CA,Low Income Area
95932,Colusa,CA,Low Income Area/HPSA
95427,Comptche,CA,Low Income Area/HPSA
90220,Compton,CA,Low Income Area
90221,Compton,CA,Low Income Area
90222,Compton,CA,Low Income Area
94520,Concord,CA,Low Income Area
95614,Cool,CA,HPSA
95614,Cool,CA,HPSA
95228,Copperopolis,CA,HPSA
95228,Copperopolis,CA,HPSA
93212,Corcoran,CA,Low Income Area/HPSA
96021,Corning,CA,Low Income Area/HPSA
92879,Corona,CA,Low Income Area
92627,Costa Mesa,CA,Low Income Area
96022,Cottonwood,CA,Low Income Area/HPSA
95311,Coulterville,CA,Low Income Area/HPSA
95615,Courtland,CA,Low Income Area/HPSA
95428,Covelo,CA,Low Income Area/HPSA
91723,Covina,CA,Low Income Area
95531,Crescent City,CA,Low Income Area/HPSA
95934,Crescent Mills,CA,Low Income Area/HPSA
92325,Crestline,CA,Low Income Area/HPSA
95313,Crows Landing,CA,Low Income Area/HPSA
90230,Culver City,CA,HPSA
93615,Cutler,CA,Low Income Area/HPSA
92327,Daggett,CA,Low Income Area/HPSA
95017,Davenport,CA,HPSA
95616,Davis,CA,Low Income Area
96108,Davis Creek,CA,Low Income Area/HPSA
92328,Death Valley,CA,Low Income Area/HPSA
93616,Del Rey,CA,Low Income Area/HPSA
93215,Delano,CA,Low Income Area/HPSA
95315,Delhi,CA,Low Income Area/HPSA
95316,Denair,CA,HPSA
91916,Descanso,CA,HPSA
92239,Desert Center,CA,Low Income Area/HPSA
92241,Desert Hot Springs,CA,Low Income Area/HPSA
92240,Desert Hot Springs,CA,Low Income Area
95619,Diamond Springs,CA,HPSA
94929,Dillon Beach,CA,Low Income Area
93618,Dinuba,CA,Low Income Area/HPSA
95935,Dobbins,CA,Low Income Area/HPSA
96023,Dorris,CA,Low Income Area/HPSA
93620,Dos Palos,CA,Low Income Area/HPSA
95429,Dos Rios,CA,Low Income Area/HPSA
96024,Douglas City,CA,Low Income Area/HPSA
90241,Downey,CA,Low Income Area
90242,Downey,CA,Low Income Area
95936,Downieville,CA,HPSA
96109,Doyle,CA,Low Income Area/HPSA
91010,Duarte,CA,Low Income Area
91917,Dulzura,CA,HPSA
93621,Dunlap,CA,Low Income Area/HPSA
95937,Dunnigan,CA,Low Income Area
96025,Dunsmuir,CA,Low Income Area/HPSA
95714,Dutch Flat,CA,HPSA
93219,Earlimart,CA,Low Income Area/HPSA
92242,Earp,CA,Low Income Area/HPSA
95721,Echo Lake,CA,HPSA
95721,Echo Lake,CA,HPSA
95721,Echo Lake,CA,HPSA
93523,Edwards,CA,Low Income Area/HPSA
93524,Edwards,CA,Low Income Area/HPSA
92020,El Cajon,CA,Low Income Area
92021,El Cajon,CA,Low Income Area
92243,El Centro,CA,Low Income Area/HPSA
95623,El Dorado,CA,HPSA
95623,El Dorado,CA,HPSA
95762,El Dorado Hills,CA,HPSA
91731,El Monte,CA,Low Income Area/HPSA
91732,El Monte,CA,Low Income Area/HPSA
95317,El Nido,CA,Low Income Area/HPSA
95318,El Portal,CA,Low Income Area/HPSA
95432,Elk,CA,Low Income Area/HPSA
95939,Elk Creek,CA,HPSA
95757,Elk Grove,CA,HPSA
94608,Emeryville,CA,Low Income Area
95715,Emigrant Gap,CA,HPSA
92026,Escondido,CA,Low Income Area/HPSA
92025,Escondido,CA,Low Income Area
92027,Escondido,CA,Low Income Area
92332,Essex,CA,Low Income Area/HPSA
96027,Etna,CA,Low Income Area/HPSA
95501,Eureka,CA,Low Income Area/HPSA
95503,Eureka,CA,Low Income Area/HPSA
93221,Exeter,CA,Low Income Area/HPSA
94533,Fairfield,CA,Low Income Area
96028,Fall River Mills,CA,Low Income Area/HPSA
92028,Fallbrook,CA,HPSA
92028,Fallbrook,CA,HPSA
93223,Farmersville,CA,Low Income Area/HPSA
95230,Farmington,CA,HPSA
95230,Farmington,CA,HPSA
93224,Fellows,CA,Low Income Area/HPSA
95536,Ferndale,CA,HPSA
95629,Fiddletown,CA,HPSA
93015,Fillmore,CA,Low Income Area/HPSA
93622,Firebaugh,CA,Low Income Area/HPSA
93623,Fish Camp,CA,Low Income Area/HPSA
96111,Floriston,CA,Low Income Area/HPSA
92335,Fontana,CA,Low Income Area
95941,Forbestown,CA,Low Income Area/HPSA
92339,Forest Falls,CA,HPSA
95942,Forest Ranch,CA,HPSA
95631,Foresthill,CA,HPSA
95631,Foresthill,CA,HPSA
96031,Forks of Salmon,CA,Low Income Area/HPSA
96112,Fort Bidwell,CA,Low Income Area/HPSA
95437,Fort Bragg,CA,Low Income Area/HPSA
92310,Fort Irwin,CA,Low Income Area
96032,Fort Jones,CA,Low Income Area/HPSA
95540,Fortuna,CA,Low Income Area/HPSA
93625,Fowler,CA,Low Income Area/HPSA
93225,Frazier Park,CA,Low Income Area/HPSA
95019,Freedom,CA,Low Income Area/HPSA
95231,French Camp,CA,Low Income Area/HPSA
93650,Fresno,CA,Low Income Area/HPSA
93701,Fresno,CA,Low Income Area/HPSA
93702,Fresno,CA,Low Income Area/HPSA
93703,Fresno,CA,Low Income Area/HPSA
93704,Fresno,CA,Low Income Area/HPSA
93705,Fresno,CA,Low Income Area/HPSA
93706,Fresno,CA,Low Income Area/HPSA
93710,Fresno,CA,Low Income Area/HPSA
93721,Fresno,CA,Low Income Area/HPSA
93722,Fresno,CA,Low Income Area/HPSA
93723,Fresno,CA,Low Income Area/HPSA
93725,Fresno,CA,Low Income Area/HPSA
93726,Fresno,CA,Low Income Area/HPSA
93727,Fresno,CA,Low Income Area/HPSA
93728,Fresno,CA,Low Income Area/HPSA
93741,Fresno,CA,Low Income Area/HPSA
93711,Fresno,CA,HPSA
93720,Fresno,CA,HPSA
93730,Fresno,CA,HPSA
93626,Friant,CA,HPSA
93626,Friant,CA,HPSA
92831,Fullerton,CA,Low Income Area
92832,Fullerton,CA,Low Income Area
95632,Galt,CA,Low Income Area/HPSA
95542,Garberville,CA,Low Income Area/HPSA
92840,Garden Grove,CA,Low Income Area/HPSA
92841,Garden Grove,CA,Low Income Area/HPSA
92843,Garden Grove,CA,Low Income Area/HPSA
92844,Garden Grove,CA,Low Income Area
95633,Garden Valley,CA,HPSA
90249,Gardena,CA,Low Income Area/HPSA
90247,Gardena,CA,Low Income Area
95543,Gasquet,CA,Low Income Area/HPSA
96034,Gazelle,CA,Low Income Area/HPSA
95634,Georgetown,CA,HPSA
96035,Gerber,CA,Low Income Area/HPSA
95441,Geyserville,CA,HPSA
95020,Gilroy,CA,Low Income Area
95442,Glen Ellen,CA,Low Income Area
95232,Glencoe,CA,Low Income Area/HPSA
91201,Glendale,CA,Low Income Area
91203,Glendale,CA,Low Income Area
91204,Glendale,CA,Low Income Area
91205,Glendale,CA,Low Income Area
91206,Glendale,CA,Low Income Area
95443,Glenhaven,CA,Low Income Area
